person	signature	factoid	year	note
Ancrum, major.	155,1	Indemnity paid to Christian Indians misinterpreted	1787
Ancrum, major, commandant at Detroit.	152,2	Painting a favorable picture of situation among the Indians	1786
Ancrum, major, commandant at Detroit.	152,2	To be consulted on sale of improvements	1786
Ancrum, major, commandant at Detroit.	152,2	Visitor to Ghutten, H.	1786
Ancrum, major, commandant at Detroit.	152,2	Recip. of land grant from the King	1786
Ancrum, major, commandant at Detroit.	152,2	Dealing with Chippewa murderers	1786
Anders, Anna Rosina.	127,2	Escorting Indian single sisters	1764
Anders, Anna Rosina.	127,2	"Speaking" the single sisters	1764
Anders, Anna Rosina.	125,2	Visitor at Nain	1760
Anders, Anna Rosina.	125,3	Visitor at Nain	1762
Anders, Anna Rosina.	125,3	Idem	1763
Anders, Anna Rosina; Bethlehem.	117,3	Visitor at Gnadenhutten	1752
Anders, Anna Rosina; Bethlehem.	117,3	Interviews with single sisters	1752
Anders, Anna Rosina; Bethlehem.	117,3	Conversation with Kuester's daughter	1752
Anders, Anna Rosina; Bethlehem.	117,3	Visitor at Gnadenhutten	1752
Anders, Anna Rosina; Bethlehem.	118,2	Visiting the Indian women	1754
Anders, Anna Rosina; Bethlehem.	115,6	Asked to take care of Josua's daughter	1756-02	Suppl.
Anders, Anna Rosina; Bethlehem.	115,11	Remembered	1761-??-10
Anders, Anna Rosina; Bethlehem.	115,12	Reported to be at New/York	1762
Anderson.	131,2	Easton trader coming to Wyalusing	1765
Anderson.	131,2	Visitor at Wyalusing	1765
Anderson.	131,2	Leaving	1765
Anderson.	131,5	Offering to take mail to Bethlehem	1768
Anderson.	131,5	Sending letter to his mother at Allen's Town	1768
Anderson.	133,1	Reporting on distribution of land	1769
Anderson.	137,3	Reporting having seen moving Christians at Great Island	1772
Anderson.	137,4	Stopping at Langundo Utenunk	1773
Anderson.	131,6	Accompanying surveyors	1769
Anderson.	131,6	same	1769
Anderson.	131,6	Going to Wajomick	1769
Anderson.	131,6	To Frhutten with surveyor	1769
Anderson.	131,6	Going to Zeninga	1769
Anderson.	131,7	Delivering mail	1770
Anderson.	137,2	Now living at Shenenge, visitor	1771
Anderson (?), captain; Philipsburg, N.J.	125,5	Customer at the Bethlehem store No. 4	1763
Anderson, capt., Royal Navy.	152,2	Accompanying Gov. Ancrum to Ght., H.	1786
Anderson, capt., Royal Navy.	152,2	Coming to survey Ght., H. land	1786
Anderson, capt., Royal Navy.	152,2	Returning to Detroit	1786
Anderson, Charles.	172,1	Owner of a place on 40 mile Creek, Ont.	1798
Anderson, Charles.	172,1	Ref.	1798
Anderson, Charles.	118,3	"Junger" for the married peoples' choir	1755
Anderson, Charles.	118,6	Writer of letter to Spangenberg No. 18	1755
Anderson, Charles.	118,6	Changing his lodging No. 7	1755
Anderson, Charles.	118,6	Ref. No. 26	1755
Anderson, Charles.	118,5	Arrangement for regular morning and evening services No. 17	1755
Anderson, Charles.	118,5	Arrival at Gnadenhutten No. 23	1755
Anderson, Charles.	118,3	Returning to Gnadenhutten	1755
Anderson, Charles.	118,5	Journey to Gnadenhutten in heavy rain No. 24	1755
Anderson, Charles.	118,3	"Gemein-Junger"	1755
Anderson, Charles.	118,3	Unable to attend Married Peoples' festival	1755
Anderson, Charles.	118,3	Moving into the store-building	1755
Anderson, Charles.	118,3	Getting a ceiling over his room	1755
Anderson, Charles.	118,3	"Gemein-Junger"	1755
Anderson, Charles.	118,3	Coming to Gnadenhutten	1755
Anderson, Charles.	118,3	Ref.	1755
Anderson, Charles.	118,3	Taking up residence at Gnadenhutten	1755
Anderson, Charles.	118,5	Writer of 3 letters to Spangenberg May, June 55; First impressions of white Gnadenhutten congregation No. 16	1755
Anderson, Johanna, d. of Gottlieb and Johanna Christina (Vollmer) Anderson.	118,5	Friendly and patient child No. 24	1755
Anderson, member of Ohio presbytery.	157,11	Met by Luckenbach at Upper Sandusky	1808
Anderson, trader; Pittsburg.	144,3	Member of delegation to the Shawnee	1774
Anderson, trader; Pittsburg.	144,3	Protected at Gekelemukpechunk	1774
Anderson, trader; Pittsburg.	141,8	Information on White Eye's dealings with the Congress	1776
Anderson, trader; Pittsburg.	144,1	Praises work of the brethren among the Indians	1773
Anderson, trader; Pittsburg.	141,4	Visitor	1773
Anderson, trader; Pittsburg.	141,5	Accompanied by White Eye on peace errand to Shawnee	1774
Anderson, trader; Pittsburg.	141,4	Forwards letters from Bethlehem and Lititz	1773
Anderson, trader; Pittsburg.	144,3	To be informed of new Shawnee war threats	1774
Anderson, trader; Pittsburg.	141,5	Carrying letters and diary to Beth.	1774
Anderson, trader; Pittsburg.	144,5	no desc	1775
Anderson, trader; Pittsburg.	144,5	no desc	1775
Anderson, trader; Pittsburg.	147,1	Information on Congress' reply to White Eye	1776
Anderson, trader; Pittsburg.	144,7	Taking letters to Bethlehem	1776
Anderson, trader; Pittsburg.	144,7	To live at Goschachgunk as liaison man	1776
Anderson, trader; Pittsburg.	144,7	Returning	1776
Anderson, trader; Pittsburg.	147,2	To stay at Goschachgunk as liaison man	1776
Anderson, trader; Pittsburg.	144,9	Supplying merchandise	1777
Anderson, trader; Pittsburg.	141,9	Companions arriving from the Fort	1777
Anderson, trader; Pittsburg.	141,9	Return	1777
Anderson, trader; Pittsburg.	147,2	Trying to find an interpreter for the treaty	1776
Anderson, trader; Pittsburg.	144,7	Buys cattle for impending treaty	1776
Anderson, trader; Pittsburg.	147,2	Believes war coming	1776
Anderson, trader; Pittsburg.	144,7	via Schonbrunn to Pittsburg	1776
Anderson, trader; Pittsburg.	144,2	Brings letters	1773
Anderson, trader; Pittsburg.	144,6	Coming with merchandise	1776
Anderson, trader; Pittsburg.	144,9	To forward letters from Schmick	1777
Andreas, Abraham.	116,1	Returning to Bethlehem	1747
Antes, Christina, m. n. De W[?], w. of Henry Antes.	116,1	Coming to Gnadenhutten	1747
Antes, Christina, m. n. De W[?], w. of Henry Antes.	116,1	Returning to Bethlehem	1747
Antes, Henry.	116,5	Ref.	1749
Antes, Henry.	116,6	To receive a letter	1749
Antes, Henry.	116,6	Arriving	1749
Antes, Henry.	116,6	Conducting service	1749
Antes, Henry.	116,6	Marking sites of future buildings	1749
Antes, Henry.	118,3	Remembered	1755
Antes, Henry.	118,3	Death reported	1755
Antes, Henry.	116,7	Called to supervise repair of the mill	1750
Antes, Henry.	116,7	Coming to Gnadenhutten	1750
Antes, Henry.	116,7	Conducting service	1750
Antes, Henry.	116,7	Leaving	1750
Antes, Henry.	116,6	Leaving	1749
Antes, Henry.	116,6	Promising to take a child to the Fredericktown school	1749
Antes, Henry.	116,6	Visitor at Gnadenhutten	1749
Antes, Henry.	116,6	Giving advice on building problem	1749
Antes, Henry.	116,7	Ref.	1750
Antes, Henry.	116,5	Arriving at Gnadenhutten	1749
Antes, Henry.	116,5	Discussing economic problems	1749
Antes, Henry.	116,5	Leaving	1749
Antes, Henry.	116,5	Coming to Gnadenhutten	1749
Antes, Henry.	116,5	Inspecting new tract of land	1749
Antes, Henry.	116,5	Leaving	1749
Antes, Henry.	119,1	Ref. No. 2	1747-10-29	st. vet
Antes, Henry.	116,1	Pastoral visit	1747
Antes, Henry.	116,1	Coming to Gnadenhutten	1747
Antes, Henry.	116,1	Ref.	1747
Antes, Henry.	116,1	Conference on the placing of newcomers	1747
Antes, Henry.	116,2	Returning to Bethlehem	1747
Antes, Henry.	116,3	First arrival at Gnadenhutten remembered	1748
Antes, Henry.	116,3	To have a letter from Rauch	1748
Antes, Henry.	116,3	Getting his horse back	1748
Antes, Henry; Bethlehem.	121,1	Conference with Zinzendorf	1742
Antes, Henry; Bethlehem.	116,1	Visitor at Gnadenhutten	1747
Antes, Henry; Bethlehem.	116,1	Conducting service	1747
Antes, Henry; Bethlehem.	116,1	Idem	1747
Antes, Henry; Bethlehem.	116,1	In conference with Mack	1747
Antes, Henry; Bethlehem.	113,4	Accompanying Rauch	1746
Antes, Henry; Bethlehem.	111,8	Ref. No. 3	1743
Antes, Henry; Bethlehem.	127,1	Staying with refugee Christians	1764
Antes, Henry; Bethlehem.	127,1	Going from Amboy to Staten Island	1764
Antes, Henry; Bethlehem.	127,1	Taking letters to Staten Island	1764
Antes, Henry; Bethlehem.	127,1	Returning to Bethlehem	1764
Apte, lieutenant.	144,3	Schmick's guest at Gnadenhutten	1774
Apty, Thomas, major.	131,1	Escorting travelling Christian Indians from Bethlehem	1765
Apty, Thomas, major.	131,1	Appointment with Indians to receive flour	1765
Apty, Thomas, major.	131,1	Involved in incident near Bethlehem	1765
Apty, Thomas; Philadelphia.	127,1	Writing about the situation of traveling Christian Indians	1764
Apty, Thomas; Philadelphia.	127,2	Announcing journey to Sir William Johnson	1764
Apty, Thomas; Philadelphia.	127,5	Active on behalf of displaced Indians No. 8	1764
Apty, Thomas; Philadelphia.	127,1	Delivering letters at Province Island	1763
Apty, Thomas; Philadelphia.	127,1	Escorting the Christian Indians to Princeton	1764
Apty, Thomas; Philadelphia.	127,1	Reporting on difficulties encountered at Amboy	1764
Apty, Thomas; Philadelphia.	127,1	Explaining government order	1764
Apty, Thomas; Philadelphia.	127,2	Returning from Sir Wm. Johnson	1764
Apty, Thomas; Philadelphia.	127,4	Sending a report to Governor Penn	1764
Apty, Thomas; Philadelphia.	127,2	Returning from Fort Allen	1764
Arbo, John.	127,2	Visitor at the Barracks	1764
Arboe, Johann.	131,8	To receive letter from Schmick	1771
Arboe, Johann.	131,8	Letter received by Schmick	1771
Arboe, Johann.	131,8	Book received by Schmick	1771
Arboe, Johann.	131,8	Letter received by Schmick	1771
Arboe, Johann.	131,8	again	1771
Arboe, Johann.	131,8	Sending textbooks for the new year	1771
Arboe, Johann.	131,7	Correspondent	1770
Arboe, Johann.	131,7	Letter received by Schmick	1770
Arboe, Johann.	131,7	To receive letter from Schmick	1770
Arboe, Johann.	131,7	Correspondent	1770
Arboe, Johann.	131,7	again	1770
Arboe, Johann.	131,8	Sending textbooks for the new year	1771
Arboe, Johann.	131,9	Correspondent	1772
Arboe, Johann, mission agent at Bethlehem.	144,1	News of his death	1773
Arboe, Johann; Bethlehem.	124,3	Visitor at Wechquetank	1762
Arboe, Johann; Bethlehem.	125,3	Visitor at Nain	1763
Ardin, James; Bethlehem.	117,1	Doing carpenter work at Gnadenhutten	1750
Ardin, James; Bethlehem.	117,1	Work completed	1750
Arndt de Pieu.	131,1	Owner of runaway slave	1765
Arndt, Jacob; Easton, Pa.	124,4	Guest at Wechquetank	1763-09-27	(Engl. Vers)
Arnold.	171,1	Tunker, owner of a sawmill on Thames River	1798
Arnold; Thames R. area resident.	163,9	Funeral conducted by Denke	1812
Askin ("Asking"), John.	161,3	Buying corn	1797
Askin ("Asking"), John.	161,3	Forwarding mail and literature	1797
Askin ("Asking"), John.	152,2	Payment for buildings and improvements at Ghutten, H.	1786
Askin ("Asking"), John.	152,2	Correspondence about package of mail missent via Sandusky to Detroit	1786
Askin ("Asking"), John.	152,2	Reporting on efforts to send relief from Detroit for Christians	1786
Askin ("Asking"), John.	153,1	Friendly letter to Zeisberger	1786
Askin ("Asking"), John.	153,2	To receive letter from Zeisberger	1787
Askin ("Asking"), John.	155,1	Sending reassuring news	1787
Askin ("Asking"), John.	155,1	To receive letter from Zeisberger	1787
Askin ("Asking"), John.	155,1	In litigation with Bawbee on former mission property	1787
Askin ("Asking"), John.	155,2	Offering to trade merchandise for corn	1788
Askin ("Asking"), John.	155,2	Reserving corn supply for needs of the poor	1789
Askin ("Asking"), John.	155,3	Sending his son to buy corn	1789
Askin ("Asking"), John.	155,3	Good services in 1786 remembered	1790
Askin ("Asking"), John.	155,4	Assuring government's support in fight against rum	1790
Askin ("Asking"), John.	155,4	Chartering a ship to the Christians	1791
Askin ("Asking"), John.	161,1	Seen by Zeisberger	1792
Askin ("Asking"), John.	161,1	Forwarding letters to Retrenche River settlement	1792
Askin ("Asking"), John.	161,1	Forwarding letters	1792
Askin ("Asking"), John.	161,3	Sending merchandise	1796
Askin ("Asking"), John.	161,3	Forwarding letter	1797
Askin ("Asking"), John.	162,1	Settling accounts with Indians	1799
Askin ("Asking"), John.	162,1	Correspondent	1799
Askin ("Asking"), John.	162,2	Buying corn	1799
Askin ("Asking"), John.	162,2	Sending letter	1799
Askin ("Asking"), John, merchant; Detroit.	152,2	Accompanying Maj. Ancrum to Ght., H.	1786
Askin ("Asking"), John, merchant; Detroit.	152,2	Recip. of land grant from the King	1786
Askin ("Asking"), John, merchant; Detroit.	152,2	To be seen by Heckewalder	1786
Askin ("Asking"), John, merchant; Detroit.	152,2	Buying shipload of corn at Ght., H.	1786
Askin ("Asking"), John, merchant; Detroit.	152,2	In charge of arrangements for travelling Christians	1786
Askin, James; from Sandwich, Ont.	162,9	Attending services	1805
Askin, James; from Sandwich, Ont.	163,2	Collecting debts at Fairfield	1809
Askin, James; from Sandwich, Ont.	163,2	Collecting old debts at Fairfield	1809
Askin, John.	157,1	Entertaining Oppelt family for breakfast	1804
Askin, John.	157,7	Reporting on health conditions at Fairfield No. 5	1805
Askin, John.	157,7	Paid by Oppelt No. 11	1805
Askin, John.	157,1	Living in Ontario, 3 mi. above Detroit	1804
Askin, John.	157,1	Paying out money to Oppelt	1804
Askin, John.	171,1	Quoted as commending the influence of mission economy on the price of commodities	1798
Askin, John.	171,1	Forwarding letter from Ettwein	1798
Askin, John, Jun.; Malden, Ont.	157,1	Host to Oppelt family	1804
Askin, John, Junior.	155,3	To buy corn and cattle	1789
Askin, John, Junior.	155,3	Visitor from Detroit	1790
Askin, John, Junior; Detroit.	162,13	Friendly and helpful to Oppelt No. 2	1799
Askin, John, Junior; Detroit.	162,13	Denke's host No. 3	1800
Askin, John; Detroit.	163,5	Father of visitors	1810
Askin, John; Detroit.	162,14	Seen by Schnall	1801
Aspich, dr.; Westmoreland Co., Pa.	173,2	Visitor at Goshen	1806
Athen, Arion.	151,6	Bearer of news on Gnadenhutten massacre 8A	1782
Athen, Thomas.	151,6	Bearer of news on Gnadenhutten massacre 8A	1782
Attwater, Jeremiah, doctor, president, Dickenson College; Carlisle, Pa.	173,8	Ref.	1811
Augustus III, King of Poland.	173,4	Name on an old coin	1807
Aulman. 171,9   Visitor at Goshen   1801
Bachhoff, Ludolph Gottlieb.	118,2	Messenger	1754
Bachhoff, Ludolph Gottlieb.	121,6	Deciding to return to Bethlehem	1754
Bachhoff, Ludolph Gottlieb; Bethlehem.	121,6	Welcoming visitors at Shamokin	1754
Bachhoff, Ludolph Gottlieb; Bethlehem.	121,6	Receiving medical care	1754
Bachhoff, Ludolph Gottlieb; Bethlehem.	117,4	Visitor at Gnadenhutten	1753
Bachhoff, Ludolph Gottlieb; Bethlehem.	117,4	Leaving	1753
Bachhoff, Ludolph Gottlieb; Bethlehem.	117,4	Visitor	1753
Bacon, Daniel, missionary.	162,3	Starting work among the Chippewa	1800
Bacon, Daniel, missionary.	162,4	With companions passing through Fairfield	1801
Bacon, Daniel, missionary.	162,6	Reporting on interest among Chippewa in mission work	1802
Bacon, Daniel; former missionary; New Hudson, O.	157,1	Turning from Indian mission work to preaching among whites	1804
Bacon, Daniel; former missionary; New Hudson, O.	157,4	Old friend, met again by Oppelt	1807
Bader, Philip Christian.	127,2	Rememb. for baptizing Beata	1764
Bader, Philipp Christian; Bethlehem.	125,3	Visitor at Nain	1763
Bader, Philipp Christian; Bethlehem.	117,3	Arriving at Gnadenhutten	1752
Bader, Philipp Christian; Bethlehem.	117,3	Preaching	1752
Bader, Philipp Christian; Bethlehem.	117,3	Leaving	1752
Badger, Joseph, Presbyterian missionary.	157,5	Engaged in mission work among the Hurons on Sandusky River	1808
Badger, Joseph, Presbyterian missionary.	157,11	Incurring the ill-will of white people	1808
Badger, Joseph, Presbyterian missionary.	157,11	Explaining the origin of his difficulties	1808
Bagge, Lorens; Bethlehem.	118,3	Visitor at Gnadenhutten	1755
Bagge, Lorens; Bethlehem.	118,3	Ref.	1755
Bagge, Lorens; Bethlehem.	118,3	Visitor at Gnadenhutten	1755
Bagge, Lorens; Bethlehem.	124,1	Visitor at Wechquetank	1760
Bagge, Traugott (prob.).	161,3	Moravian in North Carolina	1798
Bailey, Joseph; Bethlehem.	118,3	Visitor at Gnadenhutten	1755
Bainbridge, William, commodore.	175,2	Exploits in the Mediterranean	1816
Baird, William, capt.	163,2	Running his ship on a rock	1809
Baldwin, dr.	163,8	Treating missionaries gratis	1811
Baldwin, dr.	163,8	Giving treatments at Fairfield	1811
Baldwin, judge.	173,5	Passing through Goshen	1808
Balely, roadmaster.	173,11	Killed by a falling tree	1814
Balm, innkeeper between Shippensburg and Carlisle, Pa.	157,4	Oppelt's host	1807
Bamberger, Christel; Lancaster Co., Pa.	127,5	Ref. No. 5	1763
Barclay, Henry ("Bartoley"), chaplain; Schenectady, New York.	111,6	Seen by Pyrlaeus	1743
Bardill, Anna Barbara.	175,8	Recovering slowly	1821
Bardill, Anna Barbara.	175,8	Not well	1821
Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.	175,8	Helpful in confinement case	1821
Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.	175,8	Seriously sick	1821
Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.	175,8	Helped by bloodletting	1821
Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.	175,8	Recovering	1821
Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.	175,8	Weak	1821
Bardill, Anna Barbara, m. n. Mettler, w. John Berdill.	175,8	Recovering	1821
Bardill, John.	175,8	Coming for missionary service announced	1821
Bardill, John.	175,8	Arriving at Goshen	1821
Bardill, John.	175,8	Officially introduced	1821
Bardill, John.	175,8	Visiting at the homes of his parishioners	1821
Bardill, John.	175,8	Physically &amp; spiritually exhausted	1821
Bardill, John.	175,8	Visiting at Beersheba	1821
Bardill, John.	175,8	Service at Sharon	1821
Bardill, John.	175,8	Pastoral interview with John Henry	1821
Bardill, John.	175,8	Seeing no sense in continuing his service at Goshen	1821
Bardill, John.	175,8	Combining jobs of nurse, cook, housekeeper, &amp; farmhand	1821
Bardill, John.	175,8	Deploring his inability to understand the language	1821
Bardill, John.	175,8	Visiting Proske at Gnadenhutten	1821
Bardill, John.	175,8	Preparing for return to Nazareth	1821
Bardill, John.	175,8	Sick with fever	1821
Bardill, John.	175,8	Returning from Goshen to Nazareth	1821
Bardill, John.	175,8	Dangerously close to a snake	1821
Bardill, John.	175,8	Letter from his son in Nazareth	1821
Bardill, John.	175,8	Conducting Sunday service	1821
Bardill, John.	175,8	Ref.	1821
Bardill, John.	175,8	Pleading with boatmen not to sell liquor	1821
Bardwell; Kent, Conn.	115,12	Visitor at Pachgatgoch	1763
Barns; Litchfield Co., Conn.	115,2	Ref.	1754
Barten, Benjamin S., doctor.	171,1	author of New Views	1798-08-22	note
Barten, Benjamin S., doctor.	171,2	Mentioned for his theories on the origin of the tribes &amp; nations of America	1799
Barten, Benjamin S., doctor.	171,7	New Views, quoted	1800
Bartlett.	111,4B	Acquaintance of Pyrlaeus	1743
Bartlett.	112,2	Connected with Presbyterian mission enterprise	1744
Bartlett.	171,12	Ref.	1803
Bartoley, possibly meaning Barclay.	111,6	q.v.	1743
Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).	124,2	Ref.	1761
Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).	124,3	Place to buy blankets	1762
Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).	124,4	Place of Zacharias' violent death	1763
Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).	124,4	Idem	1763
Baumann, John, late storekeeper; Bowmanstown, Carbon Co., Pa. (?).	124,4	Idem	1763
Baumgarten, Johann Georg.	118,3	Destined to go to N. Carolina	1755
Baumler.	175,4	Description of his new settlement at Zoar, Tuscarawas Co., Ohio	1818
Baus, Christoph.	116,3	Discussion of his case	1748
Baus, Christoph.	116,3	Idem	1748
Baus, Christoph.	116,3	Leaving the church	1748
Baus, Christoph.	116,3	Conducting morning service	1748-01-02	st. vet.
Baus, Christoph.	116,3	Cond. noon service	1748
Baus, Christoph.	116,3	Cond. morning service	1748-01-04	and freq.
Baus, Christoph.	116,3	Going to Allemaengel	1748
Baus, Christoph.	116,3	Working at the sawmill	1748
Baus, Christoph.	116,2	Coming to Gnadenhutten	1747
Baus, Christoph.	116,2	Present at lovefeast	1747
Baus, Christoph.	116,2	Conference with Rauch	1747
Baus, Christoph.	119,1	Selected for position in Gnadenhutten economy No. 2	1747-10-29	st. vet.
Baus, Christoph.	116,3	Visited by Spangenberg and Mack	1748
Baus, Christoph.	116,3	His work discussed	1748
Baus, Christoph.	116,3	Accompanying Spangenberg	1748
Baus, Christoph.	116,3	Trip to Allemaengel	1748
Baus, Christoph.	116,3	Distributing wheat	1748
Baus, Christoph.	116,3	Conducting service	1748
Baus, Christoph.	116,3	Conducting service	1748
Baus, Christoph.	116,3	Trip to Allemaengel	1748
Baus, Christoph.	116,3	In unhappy spiritual condition	1748
Baus, Christoph.	116,3	Lengthy interview with Rauch	1748
Baus, Christoph.	116,3	Complaining of his trouble to H. Frey	1748
Baus, Christoph.	116,3	Going to Bethlehem	1748
Baus, Magdalena.	116,3	Going to Bethlehem	1748
Baus, Magdalena.	116,3	Leaving the church	1748
Baus, Magdalena, m. n. Frey, w. of Christoph Baus.	116,2	Coming to Gnadenhutten	1747
Baus, Magdalena, m. n. Frey, w. of Christoph Baus.	116,2	Standing as sponsor	1747
